Date,Store_ID,Product_ID,Category,Region,Price,Units_Sold,Promotion,Holiday,Temperature,Rainfall,Sales
2023-10-22,S002,P006,Clothing,South,91,21,No,No,18.7,3.2,1911
2023-10-22,S002,P019,Grocery,South,683,104,No,No,24.9,5.8,71032
2023-10-22,S002,P003,Grocery,South,880,25,Yes,No,28.2,0.0,22000
2023-10-22,S002,P015,Grocery,South,107,82,Yes,No,23.4,4.2,8774
2023-10-22,S003,P001,Electronics,East,122,119,Yes,No,16.4,3.7,14518
2023-10-22,S003,P020,Home,East,150,122,Yes,No,24.3,2.8,18300
2023-10-22,S003,P003,Grocery,East,880,35,No,No,21.9,6.8,30800
2023-10-22,S003,P017,Electronics,East,119,108,Yes,No,17.0,4.5,12852
2023-10-22,S003,P012,Home,East,234,82,No,No,16.1,5.2,19188
2023-10-22,S003,P004,Home,East,290,48,No,No,21.9,6.2,13920
2023-10-22,S003,P018,Clothing,East,891,67,No,No,25.1,0.0,59697
2023-10-22,S004,P014,Clothing,West,478,160,Yes,No,29.2,1.4,76480
2023-10-22,S004,P006,Clothing,West,91,147,Yes,No,22.6,3.8,13377
2023-10-22,S004,P019,Grocery,West,683,93,No,No,22.9,4.2,63519
2023-10-22,S004,P003,Grocery,West,880,26,No,No,18.9,1.5,22880
2023-10-22,S004,P015,Grocery,West,107,42,No,No,10.9,3.9,4494
2023-10-22,S004,P010,Clothing,West,141,133,No,No,22.6,3.2,18753
2023-10-22,S004,P004,Home,West,290,40,No,No,19.2,2.6,11600
2023-10-22,S005,P010,Clothing,Central,141,124,No,No,25.4,3.7,17484
2023-10-22,S005,P004,Home,Central,290,99,No,No,18.2,3.5,28710
2023-10-22,S005,P012,Home,Central,234,54,No,No,23.2,3.3,12636
2023-10-22,S005,P014,Clothing,Central,478,140,Yes,No,14.1,2.8,66920
2023-10-22,S005,P002,Clothing,Central,455,94,No,No,19.5,6.4,42770
2023-10-22,S005,P015,Grocery,Central,107,161,Yes,No,16.9,4.5,17227
2023-10-22,S005,P007,Grocery,Central,720,124,No,No,22.8,3.3,89280
2023-10-23,S001,P003,Grocery,North,880,11,No,No,13.2,2.7,9680
2023-10-23,S001,P013,Electronics,North,350,113,No,No,18.1,3.0,39550
2023-10-23,S001,P005,Electronics,North,126,106,No,No,20.3,2.4,13356
2023-10-23,S001,P012,Home,North,234,67,Yes,No,22.8,3.3,15678
2023-10-23,S001,P011,Grocery,North,486,42,Yes,No,21.8,4.1,20412
2023-10-23,S001,P002,Clothing,North,455,32,No,No,18.2,4.5,14560
2023-10-23,S001,P008,Home,North,40,43,Yes,No,21.4,1.8,1720
2023-10-23,S002,P006,Clothing,South,91,118,Yes,No,26.3,4.9,10738
2023-10-23,S002,P003,Grocery,South,880,94,No,No,33.2,0.4,82720
2023-10-23,S002,P009,Electronics,South,634,98,No,No,27.2,3.2,62132
2023-10-23,S002,P005,Electronics,South,126,38,No,No,35.6,0.0,4788
2023-10-23,S002,P011,Grocery,South,486,90,No,No,23.4,1.4,43740
2023-10-23,S002,P019,Grocery,South,683,100,No,No,38.0,3.2,68300
2023-10-23,S002,P010,Clothing,South,141,81,Yes,No,21.5,2.1,11421
2023-10-23,S003,P002,Clothing,East,455,56,Yes,No,30.5,2.0,25480
2023-10-23,S003,P017,Electronics,East,119,85,No,No,21.6,1.8,10115
2023-10-23,S003,P003,Grocery,East,880,111,No,No,22.7,2.5,97680
2023-10-23,S003,P001,Electronics,East,122,17,No,No,22.0,4.8,2074
2023-10-23,S003,P005,Electronics,East,126,101,Yes,No,24.4,1.6,12726
2023-10-23,S003,P016,Home,East,392,44,No,No,18.2,5.3,17248
2023-10-23,S003,P018,Clothing,East,891,59,No,No,21.7,5.0,52569
2023-10-23,S004,P002,Clothing,West,455,41,No,No,19.7,5.4,18655
2023-10-23,S004,P017,Electronics,West,119,105,No,No,23.1,1.6,12495
2023-10-23,S004,P009,Electronics,West,634,117,No,No,22.3,0.0,74178
2023-10-23,S004,P011,Grocery,West,486,37,No,No,20.9,0.8,17982
2023-10-23,S004,P014,Clothing,West,478,119,No,No,19.9,3.2,56882
2023-10-23,S004,P003,Grocery,West,880,68,No,No,25.8,5.9,59840
2023-10-23,S004,P018,Clothing,West,891,32,Yes,No,18.2,3.4,28512
2023-10-23,S005,P010,Clothing,Central,141,83,No,No,24.7,2.6,11703
2023-10-23,S005,P001,Electronics,Central,122,155,Yes,No,25.4,2.2,18910
2023-10-23,S005,P008,Home,Central,40,51,No,No,22.8,1.0,2040
2023-10-23,S005,P020,Home,Central,150,19,No,No,26.4,2.0,2850
2023-10-23,S005,P013,Electronics,Central,350,145,Yes,No,17.8,4.7,50750
2023-10-23,S005,P006,Clothing,Central,91,54,No,No,17.3,3.1,4914
2023-10-23,S005,P016,Home,Central,392,56,No,No,22.4,5.2,21952
2023-10-24,S001,P005,Electronics,North,126,39,Yes,No,27.3,6.7,4914
2023-10-24,S001,P012,Home,North,234,85,Yes,No,17.7,5.4,19890
2023-10-24,S001,P020,Home,North,150,39,Yes,No,19.7,2.5,5850
2023-10-24,S001,P013,Electronics,North,350,21,Yes,No,15.9,2.6,7350
2023-10-24,S001,P019,Grocery,North,683,21,No,No,17.2,1.4,14343
2023-10-24,S001,P009,Electronics,North,634,26,No,No,16.6,3.2,16484
2023-10-24,S001,P010,Clothing,North,141,122,No,No,19.9,4.0,17202
2023-10-24,S002,P002,Clothing,South,455,100,Yes,No,25.4,0.0,45500
2023-10-24,S002,P020,Home,South,150,120,Yes,No,33.5,0.0,18000
2023-10-24,S002,P007,Grocery,South,720,20,No,No,29.8,3.5,14400
2023-10-24,S002,P012,Home,South,234,115,No,No,31.4,0.1,26910
2023-10-24,S002,P006,Clothing,South,91,86,Yes,No,23.8,1.0,7826
2023-10-24,S002,P015,Grocery,South,107,83,No,No,25.8,0.4,8881
2023-10-24,S002,P005,Electronics,South,126,72,No,No,22.1,6.9,9072
2023-10-24,S003,P007,Grocery,East,720,63,No,No,26.8,2.5,45360
2023-10-24,S003,P008,Home,East,40,58,No,No,18.9,1.4,2320
2023-10-24,S003,P012,Home,East,234,33,Yes,No,12.6,6.1,7722
2023-10-24,S003,P006,Clothing,East,91,67,Yes,No,22.4,2.7,6097
2023-10-24,S003,P003,Grocery,East,880,42,No,No,19.3,5.6,36960
2023-10-24,S003,P013,Electronics,East,350,85,No,No,16.3,5.8,29750
2023-10-24,S003,P005,Electronics,East,126,69,No,No,20.3,3.3,8694
2023-10-24,S004,P020,Home,West,150,142,Yes,No,25.3,0.3,21300
2023-10-24,S004,P004,Home,West,290,88,No,No,16.6,3.2,25520
2023-10-24,S004,P015,Grocery,West,107,31,No,No,20.5,2.9,3317
2023-10-24,S004,P018,Clothing,West,891,74,No,No,22.8,2.2,65934
2023-10-24,S004,P019,Grocery,West,683,112,No,No,15.3,1.8,76496
2023-10-24,S004,P017,Electronics,West,119,53,No,No,25.7,2.6,6307
2023-10-24,S004,P012,Home,West,234,56,No,No,20.6,6.5,13104
2023-10-24,S005,P015,Grocery,Central,107,100,No,No,21.6,3.7,10700
2023-10-24,S005,P004,Home,Central,290,80,No,No,24.9,0.6,23200
2023-10-24,S005,P011,Grocery,Central,486,123,No,No,22.2,5.3,59778
2023-10-24,S005,P001,Electronics,Central,122,91,No,No,23.4,1.0,11102
2023-10-24,S005,P006,Clothing,Central,91,68,No,No,22.4,3.1,6188
2023-10-24,S005,P013,Electronics,Central,350,82,No,No,22.7,5.2,28700
2023-10-24,S005,P014,Clothing,Central,478,65,No,No,18.8,4.6,31070
2023-10-25,S001,P005,Electronics,North,126,37,Yes,No,21.5,1.7,4662
2023-10-25,S001,P003,Grocery,North,880,28,Yes,No,20.9,3.1,24640
2023-10-25,S001,P011,Grocery,North,486,21,No,No,23.1,0.9,10206
2023-10-25,S001,P007,Grocery,North,720,88,No,No,24.8,2.5,63360
2023-10-25,S001,P018,Clothing,North,891,104,Yes,No,18.2,2.0,92664
2023-10-25,S001,P006,Clothing,North,91,68,No,No,23.1,2.9,6188
2023-10-25,S001,P017,Electronics,North,119,99,No,No,20.0,6.4,11781
2023-10-25,S002,P011,Grocery,South,486,84,No,No,28.5,5.1,40824
2023-10-25,S002,P013,Electronics,South,350,90,No,No,25.9,2.1,31500
2023-10-25,S002,P015,Grocery,South,107,22,No,No,23.4,1.1,2354
2023-10-25,S002,P004,Home,South,290,40,No,No,35.5,2.2,11600
2023-10-25,S002,P018,Clothing,South,891,60,No,No,29.0,3.2,53460
2023-10-25,S002,P017,Electronics,South,119,85,No,No,32.7,5.4,10115
2023-10-25,S002,P016,Home,South,392,79,No,No,34.4,0.6,30968
2023-10-25,S003,P009,Electronics,East,634,57,No,No,19.4,0.0,36138
2023-10-25,S003,P002,Clothing,East,455,87,No,No,21.8,4.2,39585
2023-10-25,S003,P011,Grocery,East,486,52,No,No,20.7,0.0,25272
2023-10-25,S003,P013,Electronics,East,350,78,No,No,19.4,1.7,27300
2023-10-25,S003,P019,Grocery,East,683,89,No,No,24.5,1.9,60787
2023-10-25,S003,P020,Home,East,150,61,No,No,23.2,1.6,9150
2023-10-25,S003,P014,Clothing,East,478,108,Yes,No,23.2,5.2,51624
2023-10-25,S004,P002,Clothing,West,455,53,No,No,20.3,1.8,24115
2023-10-25,S004,P009,Electronics,West,634,58,No,No,21.7,3.7,36772
2023-10-25,S004,P015,Grocery,West,107,34,No,No,26.1,4.2,3638
2023-10-25,S004,P012,Home,West,234,69,Yes,No,18.0,1.7,16146
2023-10-25,S004,P016,Home,West,392,67,No,No,24.6,3.4,26264
2023-10-25,S004,P008,Home,West,40,77,No,No,21.0,2.7,3080
2023-10-25,S004,P017,Electronics,West,119,92,No,No,25.7,0.1,10948
2023-10-25,S005,P011,Grocery,Central,486,105,No,No,19.7,2.2,51030
2023-10-25,S005,P012,Home,Central,234,40,No,No,24.5,3.3,9360
2023-10-25,S005,P004,Home,Central,290,48,No,No,28.2,1.9,13920
2023-10-25,S005,P001,Electronics,Central,122,22,No,No,28.0,1.1,2684
2023-10-25,S005,P008,Home,Central,40,66,No,No,19.5,4.5,2640
2023-10-25,S005,P010,Clothing,Central,141,21,No,No,24.5,6.0,2961
2023-10-25,S005,P009,Electronics,Central,634,125,No,No,27.0,0.4,79250
2023-10-26,S001,P003,Grocery,North,880,32,No,No,22.8,1.5,28160
2023-10-26,S001,P014,Clothing,North,478,63,No,No,22.1,4.5,30114
2023-10-26,S001,P004,Home,North,290,97,Yes,No,22.9,6.0,28130
2023-10-26,S001,P009,Electronics,North,634,117,No,No,18.1,6.0,74178
2023-10-26,S001,P017,Electronics,North,119,91,No,No,28.1,7.5,10829
2023-10-26,S001,P002,Clothing,North,455,77,No,No,25.3,4.7,35035
2023-10-26,S001,P006,Clothing,North,91,113,No,No,23.9,5.4,10283
2023-10-26,S002,P001,Electronics,South,122,18,Yes,No,24.7,4.6,2196
2023-10-26,S002,P018,Clothing,South,891,39,No,No,28.2,2.9,34749
2023-10-26,S002,P010,Clothing,South,141,38,No,No,30.4,4.9,5358
2023-10-26,S002,P020,Home,South,150,63,No,No,27.6,2.2,9450
2023-10-26,S002,P013,Electronics,South,350,35,No,No,26.5,4.0,12250
2023-10-26,S002,P005,Electronics,South,126,167,Yes,No,26.7,4.2,21042
2023-10-26,S002,P014,Clothing,South,478,62,No,No,30.4,4.1,29636
2023-10-26,S003,P020,Home,East,150,48,No,No,20.6,2.6,7200
2023-10-26,S003,P006,Clothing,East,91,43,No,No,18.0,3.1,3913
2023-10-26,S003,P016,Home,East,392,86,No,No,21.4,3.3,33712
2023-10-26,S003,P002,Clothing,East,455,51,No,No,28.3,4.3,23205
2023-10-26,S003,P007,Grocery,East,720,154,Yes,No,35.1,6.2,110880
2023-10-26,S003,P012,Home,East,234,81,No,No,16.2,3.5,18954
2023-10-26,S003,P017,Electronics,East,119,76,No,No,29.9,6.1,9044
2023-10-26,S004,P016,Home,West,392,116,No,No,16.0,1.3,45472
2023-10-26,S004,P010,Clothing,West,141,108,No,No,17.1,2.3,15228
2023-10-26,S004,P006,Clothing,West,91,41,Yes,No,27.3,0.0,3731
2023-10-26,S004,P019,Grocery,West,683,106,No,No,21.2,6.0,72398
2023-10-26,S004,P017,Electronics,West,119,100,No,No,20.1,6.0,11900
2023-10-26,S004,P015,Grocery,West,107,26,No,No,26.0,6.4,2782
2023-10-26,S004,P009,Electronics,West,634,49,No,No,16.1,1.8,31066
2023-10-26,S005,P010,Clothing,Central,141,40,Yes,No,16.9,2.6,5640
2023-10-26,S005,P001,Electronics,Central,122,31,Yes,No,28.9,3.1,3782
2023-10-26,S005,P018,Clothing,Central,891,32,No,No,24.3,1.6,28512
2023-10-26,S005,P014,Clothing,Central,478,90,No,No,19.5,7.9,43020
2023-10-26,S005,P007,Grocery,Central,720,21,No,No,26.2,0.0,15120
2023-10-26,S005,P019,Grocery,Central,683,79,No,No,25.0,3.8,53957
2023-10-26,S005,P016,Home,Central,392,130,Yes,No,12.6,0.7,50960
2023-10-27,S001,P009,Electronics,North,634,30,No,No,26.4,0.0,19020
2023-10-27,S001,P012,Home,North,234,25,No,No,20.0,3.6,5850
2023-10-27,S001,P008,Home,North,40,109,No,No,23.5,3.0,4360
2023-10-27,S001,P016,Home,North,392,44,Yes,No,20.5,3.6,17248
2023-10-27,S001,P013,Electronics,North,350,110,No,No,22.9,0.9,38500
2023-10-27,S001,P018,Clothing,North,891,65,Yes,No,18.9,2.7,57915
2023-10-27,S001,P005,Electronics,North,126,112,No,No,24.7,0.9,14112
2023-10-27,S002,P001,Electronics,South,122,114,No,No,29.9,3.0,13908
2023-10-27,S002,P012,Home,South,234,88,No,No,29.9,5.6,20592
2023-10-27,S002,P020,Home,South,150,92,No,No,29.7,1.8,13800
2023-10-27,S002,P009,Electronics,South,634,45,No,No,26.3,0.0,28530
2023-10-27,S002,P018,Clothing,South,891,94,Yes,No,23.9,0.8,83754
2023-10-27,S002,P019,Grocery,South,683,53,No,No,24.5,4.4,36199
2023-10-27,S002,P010,Clothing,South,141,61,Yes,No,27.5,3.1,8601
2023-10-27,S003,P019,Grocery,East,683,143,Yes,No,26.1,3.7,97669
2023-10-27,S003,P015,Grocery,East,107,83,Yes,No,22.8,2.1,8881
2023-10-27,S003,P020,Home,East,150,69,No,No,28.0,4.2,10350
2023-10-27,S003,P006,Clothing,East,91,84,Yes,No,19.1,4.4,7644
2023-10-27,S003,P001,Electronics,East,122,41,No,No,18.9,2.4,5002
2023-10-27,S003,P012,Home,East,234,119,Yes,No,26.4,3.7,27846
2023-10-27,S003,P005,Electronics,East,126,44,No,No,21.6,2.9,5544
2023-10-27,S004,P016,Home,West,392,32,No,No,25.0,1.9,12544
2023-10-27,S004,P001,Electronics,West,122,36,No,No,14.9,4.5,4392
2023-10-27,S004,P006,Clothing,West,91,83,Yes,No,23.6,1.7,7553
2023-10-27,S004,P004,Home,West,290,61,No,No,20.0,3.3,17690
2023-10-27,S004,P015,Grocery,West,107,121,No,No,24.1,1.8,12947
2023-10-27,S004,P007,Grocery,West,720,89,No,No,23.1,3.3,64080
2023-10-27,S004,P013,Electronics,West,350,133,No,No,22.8,2.6,46550
2023-10-27,S005,P012,Home,Central,234,110,No,No,20.4,1.7,25740
2023-10-27,S005,P019,Grocery,Central,683,104,Yes,No,22.8,2.3,71032
2023-10-27,S005,P003,Grocery,Central,880,49,Yes,No,20.9,5.7,43120
2023-10-27,S005,P015,Grocery,Central,107,53,No,No,25.8,3.7,5671
2023-10-27,S005,P006,Clothing,Central,91,94,No,No,16.3,5.0,8554
2023-10-27,S005,P001,Electronics,Central,122,86,No,No,13.4,5.5,10492
2023-10-27,S005,P009,Electronics,Central,634,102,No,No,20.6,0.6,64668
2023-10-28,S001,P008,Home,North,40,48,Yes,No,17.1,8.2,1920
2023-10-28,S001,P015,Grocery,North,107,22,No,No,25.7,5.7,2354
2023-10-28,S001,P019,Grocery,North,683,30,Yes,No,28.4,2.9,20490
2023-10-28,S001,P016,Home,North,392,53,Yes,No,25.8,3.4,20776
2023-10-28,S001,P012,Home,North,234,32,No,No,13.2,2.2,7488
2023-10-28,S001,P017,Electronics,North,119,152,Yes,No,18.5,3.1,18088
2023-10-28,S001,P002,Clothing,North,455,92,No,No,25.6,3.8,41860
2023-10-28,S002,P009,Electronics,South,634,83,Yes,No,32.9,4.5,52622
2023-10-28,S002,P012,Home,South,234,65,No,No,31.8,4.0,15210
2023-10-28,S002,P020,Home,South,150,31,Yes,No,26.6,6.6,4650
2023-10-28,S002,P011,Grocery,South,486,54,No,No,32.4,3.6,26244
2023-10-28,S002,P017,Electronics,South,119,128,No,No,28.2,0.0,15232
2023-10-28,S002,P019,Grocery,South,683,52,No,No,33.8,2.4,35516
2023-10-28,S002,P014,Clothing,South,478,76,No,No,20.8,3.9,36328
2023-10-28,S003,P013,Electronics,East,350,102,No,No,22.5,1.8,35700
2023-10-28,S003,P007,Grocery,East,720,87,Yes,No,26.1,7.1,62640
2023-10-28,S003,P015,Grocery,East,107,109,No,No,26.6,2.6,11663
2023-10-28,S003,P014,Clothing,East,478,130,No,No,23.0,3.2,62140
2023-10-28,S003,P008,Home,East,40,137,No,No,14.0,0.4,5480
2023-10-28,S003,P004,Home,East,290,75,No,No,17.0,3.6,21750
2023-10-28,S003,P003,Grocery,East,880,112,No,No,23.1,6.2,98560
2023-10-28,S004,P003,Grocery,West,880,37,No,No,19.8,4.1,32560
2023-10-28,S004,P002,Clothing,West,455,122,No,No,26.7,3.7,55510
2023-10-28,S004,P017,Electronics,West,119,109,Yes,No,19.6,6.0,12971
2023-10-28,S004,P019,Grocery,West,683,51,No,No,16.6,3.6,34833
2023-10-28,S004,P009,Electronics,West,634,127,No,No,26.7,5.6,80518
2023-10-28,S004,P015,Grocery,West,107,99,No,No,20.3,7.4,10593
2023-10-28,S004,P006,Clothing,West,91,95,No,No,21.8,3.2,8645
2023-10-28,S005,P007,Grocery,Central,720,109,No,No,17.5,1.4,78480
2023-10-28,S005,P010,Clothing,Central,141,68,No,No,25.7,4.6,9588
2023-10-28,S005,P009,Electronics,Central,634,34,No,No,22.8,3.4,21556
2023-10-28,S005,P001,Electronics,Central,122,107,Yes,No,19.1,0.9,13054
2023-10-28,S005,P002,Clothing,Central,455,118,Yes,No,22.2,1.7,53690
2023-10-28,S005,P013,Electronics,Central,350,50,Yes,No,29.9,1.4,17500
2023-10-28,S005,P006,Clothing,Central,91,55,No,No,14.5,3.3,5005
2023-10-29,S001,P006,Clothing,North,91,134,Yes,No,25.4,2.1,12194
2023-10-29,S001,P020,Home,North,150,83,No,No,27.9,1.1,12450
2023-10-29,S001,P007,Grocery,North,720,130,No,No,24.7,2.1,93600
2023-10-29,S001,P003,Grocery,North,880,127,No,No,21.0,6.2,111760
2023-10-29,S001,P015,Grocery,North,107,119,Yes,No,22.1,2.9,12733
2023-10-29,S001,P017,Electronics,North,119,24,No,No,23.6,0.0,2856
2023-10-29,S001,P005,Electronics,North,126,118,Yes,No,24.6,2.8,14868
2023-10-29,S002,P006,Clothing,South,91,67,No,No,24.0,2.1,6097
2023-10-29,S002,P010,Clothing,South,141,102,No,No,27.0,2.7,14382
2023-10-29,S002,P009,Electronics,South,634,110,No,No,31.9,3.1,69740
2023-10-29,S002,P016,Home,South,392,61,No,No,22.0,3.4,23912
2023-10-29,S002,P014,Clothing,South,478,127,No,No,28.8,3.3,60706
2023-10-29,S002,P004,Home,South,290,48,No,No,34.0,5.1,13920
2023-10-29,S002,P001,Electronics,South,122,103,No,No,29.5,0.0,12566
2023-10-29,S003,P005,Electronics,East,126,19,No,No,16.6,7.4,2394
2023-10-29,S003,P011,Grocery,East,486,62,No,No,24.1,1.7,30132
2023-10-29,S003,P004,Home,East,290,105,No,No,17.3,2.9,30450
2023-10-29,S003,P015,Grocery,East,107,87,No,No,20.2,1.2,9309
2023-10-29,S003,P018,Clothing,East,891,52,No,No,13.9,0.6,46332
2023-10-29,S003,P017,Electronics,East,119,57,Yes,No,16.9,0.6,6783
2023-10-29,S003,P014,Clothing,East,478,107,No,No,16.7,4.1,51146
2023-10-29,S004,P005,Electronics,West,126,25,No,No,30.2,4.8,3150
2023-10-29,S004,P007,Grocery,West,720,61,No,No,24.9,1.0,43920
2023-10-29,S004,P006,Clothing,West,91,61,No,No,23.4,6.5,5551
2023-10-29,S004,P019,Grocery,West,683,55,No,No,17.0,4.8,37565
2023-10-29,S004,P012,Home,West,234,164,Yes,No,22.4,6.5,38376
2023-10-29,S004,P015,Grocery,West,107,104,No,No,23.3,4.2,11128
2023-10-29,S004,P010,Clothing,West,141,124,No,No,15.1,0.0,17484
2023-10-29,S005,P015,Grocery,Central,107,33,No,No,24.1,4.3,3531
2023-10-29,S005,P011,Grocery,Central,486,58,No,No,17.0,2.7,28188
2023-10-29,S005,P006,Clothing,Central,91,78,No,No,19.9,1.9,7098
2023-10-29,S005,P010,Clothing,Central,141,124,Yes,No,23.9,2.7,17484
2023-10-29,S005,P016,Home,Central,392,131,No,No,20.2,2.3,51352
2023-10-29,S005,P013,Electronics,Central,350,118,No,No,24.1,1.0,41300
2023-10-29,S005,P005,Electronics,Central,126,55,No,No,13.4,0.0,6930
2023-10-30,S001,P014,Clothing,North,478,112,No,No,27.5,4.5,53536
2023-10-30,S001,P015,Grocery,North,107,107,No,No,21.4,4.4,11449
2023-10-30,S001,P009,Electronics,North,634,56,No,No,20.9,2.8,35504
2023-10-30,S001,P003,Grocery,North,880,107,Yes,No,17.8,2.5,94160
2023-10-30,S001,P010,Clothing,North,141,97,No,No,19.5,4.0,13677
2023-10-30,S001,P002,Clothing,North,455,79,No,No,23.6,2.7,35945
2023-10-30,S001,P012,Home,North,234,48,No,No,21.7,1.6,11232
2023-10-30,S002,P013,Electronics,South,350,96,No,No,33.0,4.8,33600
2023-10-30,S002,P001,Electronics,South,122,36,No,No,27.9,1.5,4392
2023-10-30,S002,P016,Home,South,392,64,Yes,No,28.6,1.9,25088
2023-10-30,S002,P015,Grocery,South,107,85,No,No,33.2,0.0,9095
2023-10-30,S002,P006,Clothing,South,91,117,Yes,No,26.6,2.1,10647
2023-10-30,S002,P007,Grocery,South,720,109,Yes,No,16.4,3.9,78480
2023-10-30,S002,P017,Electronics,South,119,69,Yes,No,23.7,2.0,8211
2023-10-30,S003,P002,Clothing,East,455,28,No,No,25.7,5.5,12740
2023-10-30,S003,P014,Clothing,East,478,77,Yes,No,23.5,7.2,36806
2023-10-30,S003,P001,Electronics,East,122,19,No,No,16.5,1.2,2318
2023-10-30,S003,P006,Clothing,East,91,35,No,No,22.9,4.5,3185
2023-10-30,S003,P013,Electronics,East,350,66,No,No,21.1,2.7,23100
2023-10-30,S003,P017,Electronics,East,119,44,No,No,17.7,1.1,5236
2023-10-30,S003,P010,Clothing,East,141,43,No,No,24.0,0.9,6063
2023-10-30,S004,P004,Home,West,290,67,Yes,No,31.0,2.9,19430
2023-10-30,S004,P018,Clothing,West,891,60,No,No,19.1,3.5,53460
2023-10-30,S004,P001,Electronics,West,122,119,Yes,No,23.3,4.0,14518
2023-10-30,S004,P012,Home,West,234,85,Yes,No,26.2,3.2,19890
2023-10-30,S004,P015,Grocery,West,107,29,Yes,No,20.9,4.3,3103
2023-10-30,S004,P003,Grocery,West,880,43,No,No,24.0,3.2,37840
2023-10-30,S004,P016,Home,West,392,111,Yes,No,24.6,2.8,43512
2023-10-30,S005,P012,Home,Central,234,105,No,No,19.1,6.8,24570
2023-10-30,S005,P015,Grocery,Central,107,48,No,No,17.1,0.8,5136
2023-10-30,S005,P019,Grocery,Central,683,90,No,No,22.6,4.3,61470
2023-10-30,S005,P011,Grocery,Central,486,33,No,No,23.1,1.6,16038
2023-10-30,S005,P010,Clothing,Central,141,71,No,No,22.6,0.0,10011
2023-10-30,S005,P014,Clothing,Central,478,109,Yes,No,30.7,0.0,52102
2023-10-30,S005,P017,Electronics,Central,119,57,Yes,No,21.0,7.5,6783
2023-10-31,S001,P015,Grocery,North,107,72,No,No,27.2,2.7,7704
2023-10-31,S001,P003,Grocery,North,880,84,No,No,27.1,3.2,73920
2023-10-31,S001,P008,Home,North,40,86,No,No,25.8,6.0,3440
2023-10-31,S001,P007,Grocery,North,720,62,No,No,20.1,1.2,44640
2023-10-31,S001,P002,Clothing,North,455,63,No,No,27.5,3.9,28665
2023-10-31,S001,P009,Electronics,North,634,51,Yes,No,20.9,3.4,32334
2023-10-31,S001,P018,Clothing,North,891,62,No,No,24.6,5.2,55242
2023-10-31,S002,P012,Home,South,234,41,No,No,28.6,5.3,9594
2023-10-31,S002,P017,Electronics,South,119,31,No,No,27.5,3.8,3689
2023-10-31,S002,P011,Grocery,South,486,63,Yes,No,27.2,3.8,30618
2023-10-31,S002,P005,Electronics,South,126,102,No,No,25.2,2.8,12852
2023-10-31,S002,P018,Clothing,South,891,41,No,No,26.3,7.6,36531
2023-10-31,S002,P001,Electronics,South,122,100,No,No,24.7,6.0,12200
2023-10-31,S002,P010,Clothing,South,141,105,No,No,22.8,3.3,14805
2023-10-31,S003,P006,Clothing,East,91,61,No,No,24.3,3.7,5551
2023-10-31,S003,P015,Grocery,East,107,80,Yes,No,19.6,1.6,8560
2023-10-31,S003,P016,Home,East,392,140,Yes,No,24.1,1.8,54880
2023-10-31,S003,P013,Electronics,East,350,36,No,No,23.9,1.9,12600
2023-10-31,S003,P019,Grocery,East,683,50,No,No,18.6,1.2,34150
2023-10-31,S003,P017,Electronics,East,119,103,No,No,20.7,6.0,12257
2023-10-31,S003,P002,Clothing,East,455,55,No,No,29.6,3.1,25025
2023-10-31,S004,P007,Grocery,West,720,117,Yes,No,24.3,3.6,84240
2023-10-31,S004,P011,Grocery,West,486,101,No,No,24.5,3.6,49086
2023-10-31,S004,P004,Home,West,290,100,No,No,17.6,1.7,29000
2023-10-31,S004,P015,Grocery,West,107,56,No,No,25.5,2.1,5992
2023-10-31,S004,P020,Home,West,150,106,Yes,No,22.6,1.6,15900
2023-10-31,S004,P013,Electronics,West,350,51,No,No,23.2,5.2,17850
2023-10-31,S004,P002,Clothing,West,455,74,No,No,26.5,5.0,33670
2023-10-31,S005,P006,Clothing,Central,91,19,No,No,25.0,5.4,1729
2023-10-31,S005,P019,Grocery,Central,683,64,Yes,No,28.4,1.7,43712
2023-10-31,S005,P020,Home,Central,150,15,Yes,No,26.0,0.9,2250
2023-10-31,S005,P017,Electronics,Central,119,107,No,No,21.6,3.4,12733
2023-10-31,S005,P013,Electronics,Central,350,94,Yes,No,24.8,2.5,32900
2023-10-31,S005,P002,Clothing,Central,455,117,Yes,No,18.4,4.0,53235
2023-10-31,S005,P005,Electronics,Central,126,69,Yes,No,27.3,3.1,8694
2023-11-01,S001,P017,Electronics,North,119,56,No,Yes,21.9,6.2,6664
2023-11-01,S001,P011,Grocery,North,486,52,Yes,Yes,25.3,6.1,25272
2023-11-01,S001,P001,Electronics,North,122,88,No,Yes,17.7,4.3,10736
2023-11-01,S001,P018,Clothing,North,891,112,No,Yes,23.3,2.1,99792
2023-11-01,S001,P016,Home,North,392,148,Yes,Yes,24.0,4.8,58016
2023-11-01,S001,P007,Grocery,North,720,111,Yes,Yes,17.0,3.3,79920
2023-11-01,S001,P012,Home,North,234,58,No,Yes,20.6,2.9,13572
2023-11-01,S002,P003,Grocery,South,880,70,No,Yes,33.7,5.3,61600
2023-11-01,S002,P011,Grocery,South,486,66,No,Yes,23.9,4.6,32076
2023-11-01,S002,P018,Clothing,South,891,71,No,Yes,31.8,5.3,63261
2023-11-01,S002,P004,Home,South,290,111,Yes,Yes,25.3,5.0,32190
2023-11-01,S002,P006,Clothing,South,91,53,No,Yes,22.7,2.4,4823
2023-11-01,S002,P017,Electronics,South,119,87,No,Yes,27.4,0.7,10353
